name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	DropConditionCalc	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	EventItem	UICatOverride	diablocloneweight	AdvancedStashStackable	UsageConditionCalc
JM supply selector 1ei	1	100	1	0	1			1	1		0	1	1	0	1ei	rsc	jm_selector_1ei	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1ej	1	100	1	0	1			1	1		0	1	1	0	1ej	rsc	jm_selector_1ej	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1ek	1	100	1	0	1			1	1		0	1	1	0	1ek	rsc	jm_selector_1ek	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1el	1	100	1	0	1			1	1		0	1	1	0	1el	rsc	jm_selector_1el	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1em	1	100	1	0	1			1	1		0	1	1	0	1em	rsc	jm_selector_1em	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1en	1	100	1	0	1			1	1		0	1	1	0	1en	rsc	jm_selector_1en	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1eo	1	100	1	0	1			1	1		0	1	1	0	1eo	rsc	jm_selector_1eo	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1ep	1	100	1	0	1			1	1		0	1	1	0	1ep	rsc	jm_selector_1ep	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1eq	1	100	1	0	1			1	1		0	1	1	0	1eq	rsc	jm_selector_1eq	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1er	1	100	1	0	1			1	1		0	1	1	0	1er	rsc	jm_selector_1er	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1es	1	100	1	0	1			1	1		0	1	1	0	1es	rsc	jm_selector_1es	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1et	1	100	1	0	1			1	1		0	1	1	0	1et	rsc	jm_selector_1et	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1eu	1	100	1	0	1			1	1		0	1	1	0	1eu	rsc	jm_selector_1eu	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1ev	1	100	1	0	1			1	1		0	1	1	0	1ev	rsc	jm_selector_1ev	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1ew	1	100	1	0	1			1	1		0	1	1	0	1ew	rsc	jm_selector_1ew	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1ex	1	100	1	0	1			1	1		0	1	1	0	1ex	rsc	jm_selector_1ex	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1ey	1	100	1	0	1			1	1		0	1	1	0	1ey	rsc	jm_selector_1ey	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1ez	1	100	1	0	1			1	1		0	1	1	0	1ez	rsc	jm_selector_1ez	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1f0	1	100	1	0	1			1	1		0	1	1	0	1f0	rsc	jm_selector_1f0	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1f1	1	100	1	0	1			1	1		0	1	1	0	1f1	rsc	jm_selector_1f1	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1f2	1	100	1	0	1			1	1		0	1	1	0	1f2	rsc	jm_selector_1f2	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1f3	1	100	1	0	1			1	1		0	1	1	0	1f3	rsc	jm_selector_1f3	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1f4	1	100	1	0	1			1	1		0	1	1	0	1f4	rsc	jm_selector_1f4	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1f5	1	100	1	0	1			1	1		0	1	1	0	1f5	rsc	jm_selector_1f5	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1f6	1	100	1	0	1			1	1		0	1	1	0	1f6	rsc	jm_selector_1f6	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1f7	1	100	1	0	1			1	1		0	1	1	0	1f7	rsc	jm_selector_1f7	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1f8	1	100	1	0	1			1	1		0	1	1	0	1f8	rsc	jm_selector_1f8	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 1f9	1	100	1	0	1			1	1		0	1	1	0	1f9	rsc	jm_selector_1f9	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM control token base-mode-Normal	1	100	1	0	1			1	1		0	1	1	0	800	rsc	jm_token_base_mode_Normal	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM control token base-mode-Superior	1	100	1	0	1			1	1		0	1	1	0	801	rsc	jm_token_base_mode_Superior	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM control token base-mode-Magic	1	100	1	0	1			1	1		0	1	1	0	802	rsc	jm_token_base_mode_Magic	16	1	1	0	0	0	flpgsv	invgsve		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM control token base-mode-Ethereal	1	100	1	0	1			1	1		0	1	1	0	803	rsc	jm_token_base_mode_Ethereal	16	1	1	0	0	0	flpgsb	invgsbe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM control token base-mode-SuperiorEthereal	1	100	1	0	1			1	1		0	1	1	0	804	rsc	jm_token_base_mode_SuperiorEthereal	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM control token charm-bonus-random	1	100	1	0	1			1	1		0	1	1	0	900	rsc	jm_token_charm_bonus_random	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM control token charm-bonus-vitality	1	100	1	0	1			1	1		0	1	1	0	901	rsc	jm_token_charm_bonus_vitality	16	1	1	0	0	0	flpgsr	invgsre		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM control token charm-bonus-fhr	1	100	1	0	1			1	1		0	1	1	0	902	rsc	jm_token_charm_bonus_fhr	16	1	1	0	0	0	flpgsb	invgsbe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM control token charm-bonus-movement	1	100	1	0	1			1	1		0	1	1	0	903	rsc	jm_token_charm_bonus_movement	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM control token charm-bonus-strength	1	100	1	0	1			1	1		0	1	1	0	904	rsc	jm_token_charm_bonus_strength	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM control token charm-bonus-dexterity	1	100	1	0	1			1	1		0	1	1	0	905	rsc	jm_token_charm_bonus_dexterity	16	1	1	0	0	0	flpgsv	invgsve		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM control token charm-bonus-magic-find	1	100	1	0	1			1	1		0	1	1	0	906	rsc	jm_token_charm_bonus_magic_find	16	1	1	0	0	0	flpskl	invskz		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM control token quick-craft	1	100	1	0	1			1	1		0	1	1	0	a00	rsc	jm_token_quick_craft	16	1	1	0	0	0	flpgsr	invgsre		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 301	1	100	1	0	1			1	1		0	1	1	0	301	rsc	jm_selector_301	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 305	1	100	1	0	1			1	1		0	1	1	0	305	rsc	jm_selector_305	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 30a	1	100	1	0	1			1	1		0	1	1	0	30a	rsc	jm_selector_30a	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 30e	1	100	1	0	1			1	1		0	1	1	0	30e	rsc	jm_selector_30e	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 30l	1	100	1	0	1			1	1		0	1	1	0	30l	rsc	jm_selector_30l	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 30x	1	100	1	0	1			1	1		0	1	1	0	30x	rsc	jm_selector_30x	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 318	1	100	1	0	1			1	1		0	1	1	0	318	rsc	jm_selector_318	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 31d	1	100	1	0	1			1	1		0	1	1	0	31d	rsc	jm_selector_31d	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 31h	1	100	1	0	1			1	1		0	1	1	0	31h	rsc	jm_selector_31h	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 31i	1	100	1	0	1			1	1		0	1	1	0	31i	rsc	jm_selector_31i	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 31m	1	100	1	0	1			1	1		0	1	1	0	31m	rsc	jm_selector_31m	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 31r	1	100	1	0	1			1	1		0	1	1	0	31r	rsc	jm_selector_31r	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 31s	1	100	1	0	1			1	1		0	1	1	0	31s	rsc	jm_selector_31s	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 31v	1	100	1	0	1			1	1		0	1	1	0	31v	rsc	jm_selector_31v	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 31w	1	100	1	0	1			1	1		0	1	1	0	31w	rsc	jm_selector_31w	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 323	1	100	1	0	1			1	1		0	1	1	0	323	rsc	jm_selector_323	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 32d	1	100	1	0	1			1	1		0	1	1	0	32d	rsc	jm_selector_32d	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 32e	1	100	1	0	1			1	1		0	1	1	0	32e	rsc	jm_selector_32e	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 32g	1	100	1	0	1			1	1		0	1	1	0	32g	rsc	jm_selector_32g	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 32h	1	100	1	0	1			1	1		0	1	1	0	32h	rsc	jm_selector_32h	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 32i	1	100	1	0	1			1	1		0	1	1	0	32i	rsc	jm_selector_32i	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 32o	1	100	1	0	1			1	1		0	1	1	0	32o	rsc	jm_selector_32o	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 32y	1	100	1	0	1			1	1		0	1	1	0	32y	rsc	jm_selector_32y	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 330	1	100	1	0	1			1	1		0	1	1	0	330	rsc	jm_selector_330	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 339	1	100	1	0	1			1	1		0	1	1	0	339	rsc	jm_selector_339	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 33i	1	100	1	0	1			1	1		0	1	1	0	33i	rsc	jm_selector_33i	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 33v	1	100	1	0	1			1	1		0	1	1	0	33v	rsc	jm_selector_33v	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 340	1	100	1	0	1			1	1		0	1	1	0	340	rsc	jm_selector_340	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 34d	1	100	1	0	1			1	1		0	1	1	0	34d	rsc	jm_selector_34d	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 34m	1	100	1	0	1			1	1		0	1	1	0	34m	rsc	jm_selector_34m	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 354	1	100	1	0	1			1	1		0	1	1	0	354	rsc	jm_selector_354	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 35b	1	100	1	0	1			1	1		0	1	1	0	35b	rsc	jm_selector_35b	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 35r	1	100	1	0	1			1	1		0	1	1	0	35r	rsc	jm_selector_35r	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 35t	1	100	1	0	1			1	1		0	1	1	0	35t	rsc	jm_selector_35t	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 35w	1	100	1	0	1			1	1		0	1	1	0	35w	rsc	jm_selector_35w	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 364	1	100	1	0	1			1	1		0	1	1	0	364	rsc	jm_selector_364	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
